"site_id","date","nitrate","phosphate"
"site1",2023-01-01,1.43788760062307,0.435981337446719
"site1",2023-01-08,3.94152567721903,1.0045991265215
"site1",2023-01-15,2.0448846090585,0.707809143699706
"site1",2023-01-22,4.41508702002466,1.29997031763196
"site1",2023-01-29,4.70233642146923,0.749427913222462
"site1",2023-02-05,0.227782496949658,0.710890761576593
"site1",2023-02-12,2.64052744023502,1.06737589091063
"site1",2023-02-19,4.46209522197023,1.48066872078925
"site1",2023-02-26,2.75717507232912,0.442205875646323
"site1",2023-03-05,2.28307367651723,0.8254922372289
"site1",2023-03-12,4.78416672674939,0.531373373698443
"site1",2023-03-19,2.26667078095488,1.25994610693306
"site1",2023-03-26,3.38785317726433,0.367656981572509
"site1",2023-04-02,2.86316700978205,4.99821358383633
"site1",2023-04-09,0.514623413328081,2.10462441225536
"site1",2023-04-16,6.76993051311001,3.01517385127954
"site1",2023-04-23,9.28442710079253,4.74519128492102
"site1",2023-04-30,9.26881686900742,3.85170580889098
"site1",2023-05-07,6.47947727702558,2.85885604610667
"site1",2023-05-14,5.73524162289687,1.74936468573287
"site1",2023-05-21,4.44769658031873,1.16350019956008
"site1",2023-05-28,3.464017030783,1.67953552957624
"site1",2023-06-04,3.20253406884149,0.624896329827607
"site1",2023-06-11,4.97134888311848,1.41658064443618
"site1",2023-06-18,3.27852899557911,0.530035612173378
"site1",2023-06-25,3.54265234083869,1.18868638807908
"site1",2023-07-02,2.72033012355678,0.962579600978643
"site1",2023-07-09,2.9707101022359,0.53006546292454
"site1",2023-07-16,1.4457986864727,1.12918086955324
"site1",2023-07-23,0.735568236559629,1.82637644605711
"site1",2023-07-30,4.81512116268277,1.80374877899885
"site1",2023-08-06,4.51149522559717,0.548333243001252
"site1",2023-08-13,3.45352639211342,0.642965512815863
"site1",2023-08-20,3.97733708843589,1.97128176875412
"site1",2023-08-27,0.123068422544748,1.23998662037775
"site1",2023-09-03,2.38897985545918,1.87462817830965
"site1",2023-09-10,3.79229768761434,0.933065404649824
"site1",2023-09-17,1.08203967916779,0.813665186520666
"site1",2023-09-24,1.59090503817424,1.31846064841375
"site1",2023-10-01,8.51996030658484,0.304693233687431
"site1",2023-10-08,5.51903344108723,1.14573411643505
"site1",2023-10-15,5.16863886499777,0.477452053688467
"site1",2023-10-22,2.06862163147889,1.92471787286922
"site1",2023-10-29,1.84422725462355,1.20273145195097
"site1",2023-11-05,0.762223738711327,1.03005945449695
"site1",2023-11-12,0.694030317245051,0.805146684404463
"site1",2023-11-19,1.16517049726099,1.76049308246002
"site1",2023-11-26,2.32981225126423,0.728183729574084
"site1",2023-12-03,1.32986320182681,0.576478561386466
"site1",2023-12-10,4.28913857671432,0.341290470212698
"site1",2023-12-17,0.229155833367258,0.344343492761254
"site1",2023-12-24,2.21100037102588,0.96408521104604
"site1",2023-12-31,3.99462422821671,0.505929857026786
"site2",2023-01-01,0.6094962998759,0.4325095792301
"site2",2023-01-08,2.80473991879262,1.34875277616084
"site2",2023-01-15,1.03265694808215,0.0953272548504174
"site2",2023-01-22,0.637658251216635,1.40170617494732
"site2",2023-01-29,3.76653932151385,0.703777276910841
"site2",2023-02-05,4.4752267957665,0.817887995857745
"site2",2023-02-12,1.87231387943029,1.6419026479125
"site2",2023-02-19,3.32557597314008,1.83771469630301
"site2",2023-02-26,0.47420330462046,0.565056660212576
"site2",2023-03-05,1.91984818899073,1.92220958741382
"site2",2023-03-12,1.37191822286695,1.45678885653615
"site2",2023-03-19,4.07320019439794,1.37275016400963
"site2",2023-03-26,2.24258170695975,0.105687885545194
"site2",2023-04-02,4.05032176524401,0.790440269280225
"site2",2023-04-09,4.06194754759781,0.955690759699792
"site2",2023-04-16,3.97171160555445,1.12050652736798
"site2",2023-04-23,2.19915843801573,1.39652318973094
"site2",2023-04-30,3.77237579319626,1.83136707684025
"site2",2023-05-07,3.14610565779731,1.23670245474204
"site2",2023-05-14,3.55091200675815,0.856843017507344
"site2",2023-05-21,0.00312386662699282,1.08416073443368
"site2",2023-05-28,2.37658287049271,0.116956977173686
"site2",2023-06-04,1.10059442580678,0.521713714115322
"site2",2023-06-11,1.89908268861473,0.794303906615824
"site2",2023-06-18,3.06385501637124,0.395489473361522
"site2",2023-06-25,1.75898954621516,1.66385512566194
"site2",2023-07-02,0.555677121737972,0.305774445645511
"site2",2023-07-09,1.21809736359864,1.60683708405122
"site2",2023-07-16,3.3402779372409,1.09365231310949
"site2",2023-07-23,2.08823389839381,1.3246352840215
"site2",2023-07-30,3.94097917014733,0.343396987766027
"site2",2023-08-06,0.514323221286759,1.26611071964726
"site2",2023-08-13,2.17446370748803,0.623739493545145
"site2",2023-08-20,4.92478489992209,1.44910869281739
"site2",2023-08-27,4.46525557199493,0.797879649326205
"site2",2023-09-03,4.43234530393966,1.93871282227337
"site2",2023-09-10,0.875263251364231,1.93479674123228
"site2",2023-09-17,0.653478457825258,1.45340507803485
"site2",2023-09-24,3.26550962519832,0.514433492906392
"site2",2023-10-01,1.717582361307,0.443575869314373
"site2",2023-10-08,3.28379063983448,1.18609130335972
"site2",2023-10-15,1.60186621244065,0.535042864270508
"site2",2023-10-22,0.93845559633337,1.06214079773054
"site2",2023-10-29,3.91147150658071,1.57058334257454
"site2",2023-11-05,0.4679749335628,0.336121621076018
"site2",2023-11-12,2.3338952078484,0.808798362035304
"site2",2023-11-19,2.55752729950473,0.943152555264533
"site2",2023-11-26,2.99994479632005,1.73621361376718
"site2",2023-12-03,1.66411770158447,1.8514159116894
"site2",2023-12-10,2.44306516833603,1.76395511860028
"site2",2023-12-17,4.77236913749948,1.34837368503213
"site2",2023-12-24,2.414511985844,1.90033395867795
"site2",2023-12-31,4.45175111060962,1.03288978850469
"site3",2023-01-01,4.57219093455933,1.15303804259747
"site3",2023-01-08,3.04367491160519,0.672662411816418
"site3",2023-01-15,2.05344888265245,0.694649262819439
"site3",2023-01-22,0.735473454697058,0.0400486011058092
"site3",2023-01-29,4.67649901635014,1.00562609126791
"site3",2023-02-05,1.50614449987188,1.74208682728931
"site3",2023-02-12,0.303602857748047,0.0126015678979456
"site3",2023-02-19,4.73863470018841,0.144114247988909
"site3",2023-02-26,3.60298136714846,0.328422449994832
"site3",2023-03-05,0.711471477989107,1.54066814854741
"site3",2023-03-12,2.74642328033224,1.47036861162633
"site3",2023-03-19,4.77045619278215,1.94375127134845
"site3",2023-03-26,2.92741676559672,0.932944753672928
"site3",2023-04-02,2.02255140873604,0.148769026622176
"site3",2023-04-09,3.2394673966337,1.29763624863699
"site3",2023-04-16,1.59910308546387,1.51718633901328
"site3",2023-04-23,1.53860005433671,0.274212162010372
"site3",2023-04-30,1.09883815632202,0.793169189244509
"site3",2023-05-07,1.84744432917796,0.44997065840289
"site3",2023-05-14,4.92109601735137,0.115917121060193
"site3",2023-05-21,0.771011504111812,0.791785376612097
"site3",2023-05-28,0.455219999421388,0.129856599960476
"site3",2023-06-04,0.709534538909793,0.451772865839303
"site3",2023-06-11,3.45003550755791,0.10925821820274
"site3",2023-06-18,3.09628241695464,1.34056407911703
"site3",2023-06-25,4.45697058574297,0.595483565237373
"site3",2023-07-02,7.90237922407687,0.201443164609373
"site3",2023-07-09,8.67243447341025,0.143808194436133
"site3",2023-07-16,4.51416624337435,1.7608811375685
"site3",2023-07-23,5.94053238257766,1.50849480414763
"site3",2023-07-30,7.57899012975395,1.63321177521721
"site3",2023-08-06,7.13169883191586,1.47761911991984
"site3",2023-08-13,7.15138331986964,3.10411864053458
"site3",2023-08-20,9.82282723858953,1.90029340330511
"site3",2023-08-27,5.31788267567754,2.94564705621451
"site3",2023-09-03,2.04737476306036,2.48085919395089
"site3",2023-09-10,0.0523355591576546,0.0188598101958632
"site3",2023-09-17,0.919247620040551,1.55813176557422
"site3",2023-09-24,4.21364659443498,1.4587813038379
"site3",2023-10-01,1.15580891026184,1.26026370562613
"site3",2023-10-08,1.19549977825955,0.961821659933776
"site3",2023-10-15,0.383455826668069,0.31327370274812
"site3",2023-10-22,1.22861839015968,0.0164310396648943
"site3",2023-10-29,3.66067602764815,0.904916788451374
"site3",2023-11-05,4.23726582550444,0.984586657490581
"site3",2023-11-12,2.48763633542694,0.779174223076552
"site3",2023-11-19,1.93954514921643,0.929331883788109
